time,open,high,low,close,MA №1,MA №2,MA №3,MA №4,Volume,Volume MA,Plot,Shapes,RSI,MF
1504828800,4691.66,4735.39,4028.93,4282.8,4458.641662987454,NaN,NaN,NaN,1132.255046,744.1977272500001,NaN,0,47.450898785420655,0.17470152000745992
1504915200,4282.8,4426.62,4150.06,4258.81,4418.675330389963,NaN,NaN,NaN,658.782952,753.78272375,NaN,0,46.90392568983139,0.175495343966432
1505001600,4258.81,4283,3801,4130.37,4361.014264311971,NaN,NaN,NaN,660.373275,752.2142345,NaN,0,43.98085118876622,0.1918262960038932
1505088000,4153.62,4334.43,4098.91,4208.47,4330.505411449577,4337.023461538462,NaN,NaN,699.989065,738.8794448499999,NaN,0,46.17735104920699,0.13860636100006077
1505174400,4208.6,4394.59,4040.8,4163.72,4297.148329159661,4324.186168091168,NaN,NaN,879.630319,732.8041325499998,NaN,0,45.08649403362089,0.13545346057999927
1505260800,4159.72,4165.38,3760,3944.69,4226.656663327729,4296.075340825156,NaN,NaN,913.462545,739.1063221499999,NaN,0,40.09404200177548,0.09623135302570884
1505347200,3944,3993,3165.13,3189.02,4019.1293306621833,4214.071241504774,NaN,NaN,1665.021543,793.6767622999998,NaN,0,28.40697210452545,0.01528855335441312
1505433600,3188.01,3856,2817,3700,3955.3034645297466,4175.991890282198,NaN,NaN,1968.866492,880.7146835,NaN,0,40.94284848077143,0.08399138734078153
1505520000,3674.01,3950,3470.66,3714.95,3907.2327716237974,4141.840639150184,NaN,NaN,1297.563953,928.0582519,NaN,0,41.266881305284876,0.09186963095316872
1505606400,3685.23,3748.21,3499.02,3699.99,3865.7842172990377,4109.110962176096,NaN,NaN,682.17121,931.9747315999999,NaN,0,41.024313634242155,0.08461227004575879
1505692800,3690,4123.2,3690,4035.01,3899.62937383923,4103.622002014904,NaN,NaN,1030.006455,953.2978029499998,NaN,0,48.34670776409878,0.09087004495099266
1505779200,4060,4089.97,3830.91,3910.04,3901.711499071384,4089.2825944582446,NaN,NaN,902.332129,957.9909708499997,NaN,0,46.049880555729544,0.06357719079847998
1505865600,3910.04,4046.08,3820,3900,3901.369199257107,4075.261661535412,NaN,NaN,720.935076,966.1898845499998,NaN,0,45.86137631324213,0.02953020494092037
1505952000,3889.99,3910,3567,3609.99,3843.0933594056855,4040.79709401427,NaN,NaN,1001.654084,988.2392704499998,NaN,0,40.68113886414492,-0.02501562457377885
1506038400,3592.84,3750,3505.55,3595.87,3793.648687524548,4007.8395314946943,NaN,NaN,838.966425,983.7301619499998,NaN,0,40.441621200314316,-0.015861438925480118
1506124800,3595.88,3817.19,3542.91,3780,3790.9189500196385,3990.962529161754,NaN,NaN,752.792791,986.8089915999999,NaN,0,44.99003872007041,0.01156076657980544
1506211200,3779.54,3789.99,3622.76,3660.02,3764.7391600157107,3966.448267742365,NaN,NaN,661.63639,950.1585803999999,-386.44822142857186,0,42.70164348785554,0.03234720931054242
1506297600,3660.02,3979.87,3653.69,3920.75,3795.9413280125686,3963.06321087256,NaN,NaN,727.994713,925.1114081999998,-318.8653892857146,0,48.796721480872286,0.009736284531685128
1506384000,3928,3976.99,3850.05,3882.35,3813.223062410055,3957.0844545116297,NaN,NaN,526.727987,911.0796212499997,-229.44772500000005,0,47.98709177258222,-0.036959678596044446
1506470400,3882.36,4249.94,3872.81,4193,3889.178449928044,3974.5596801033607,NaN,NaN,628.170966,917.4666707999999,-66.99354642857168,0,54.55605240332149,-0.024981906915028773
1506556800,4192.11,4300,4101,4174.5,3946.242759942435,3989.3700741697785,NaN,NaN,849.785325,903.34318475,66.47098928571438,0,54.11771350211416,-0.020034688596696663
1506643200,4178.98,4263.86,3952.01,4174.69,3991.932207953948,4003.097476083128,NaN,NaN,1602.309565,950.5195153999999,193.09543214285708,0,54.12179049630811,0.024444807814901874
1506729600,4175,4380,4138.1,4378.51,4069.2477663631585,4030.9058111880818,NaN,NaN,720.353183,953.5185107999998,336.81593571428573,0,58.39289697478122,0.048978513625081016
1506816000,4378.49,4406.52,4240.04,4378.48,4131.094213090527,4056.652047396372,NaN,NaN,726.963685,954.8672417999996,470.32844999999986,0,58.39203529343338,0.07670498283519833
1506902400,4400,4561.63,4360,4380,4180.875370472421,4080.603747589233,NaN,NaN,655.756974,943.6735745499997,580.5795642857144,0,58.42551029562982,0.06398358963374394
1506988800,4380,4467.33,4180.8,4310,4206.700296377937,4097.596062582623,NaN,NaN,1082.323563,952.1166254499997,644.3736321428574,0,56.18372603879984,0.0620961853604025
1507075200,4314.9,4373,4142,4208.59,4207.07823710235,4105.817835724651,NaN,NaN,868.465101,912.2888033499997,610.0574142857146,0,53.01036475202059,0.13063949985999873
1507161600,4208.59,4355,4110,4292.43,4224.1485896818795,4119.640959004306,4159.1842,NaN,779.138638,852.8024106499997,599.9263428571433,0,55.260236863335365,0.08132919711320971
1507248000,4318.99,4417,4292,4369,4253.118871745503,4138.111999078061,4160.8626,NaN,506.529176,813.2506717999997,593.0828285714288,0,57.272369602911866,0.09097176485351785
1507334400,4369,4479.5,4312.56,4423,4287.095097396403,4159.214813961167,4167.1552,NaN,297.5975,794.0219862999996,582.9338750000002,0,58.68362291953968,0.0728979992377104
1507420800,4425,4658,4425,4640,4357.676077917122,4194.828531445525,4177.1556,NaN,518.462004,768.4447637499995,630.3317892857146,0,63.85071849268287,0.06411491878239346
